# nom	categorie	source — genere par tools/generer_index_hpcf.py
Anker SoundBuds Curve Upgraded 2019	HMS II.3 in-ear	Rtings
Anker SoundBuds Life	HMS II.3 in-ear	Rtings
Anker SoundBuds Sport	HMS II.3 in-ear	Rtings
Anker Soundcore Aerofit Pro	earbud	Regan Cipher
Anker Soundcore C30i	Bruel & Kjaer 5128 in-ear	Rtings
Anker Soundcore Liberty 2 Pro	711 in-ear	crinacle
Anker Soundcore Liberty 2 Pro	in-ear	oratory1990
Anker Soundcore Liberty 2 Pro	HMS II.3 in-ear	Rtings
Anker Soundcore Liberty 3 Pro	in-ear	Harpo
Anker Soundcore Liberty 3 Pro	GRAS RA0045 in-ear	HypetheSonics
Anker Soundcore Liberty 3 Pro	in-ear	Regan Cipher
Anker Soundcore Liberty 3 Pro	HMS II.3 in-ear	Rtings
Anker Soundcore Liberty 4	HMS II.3 in-ear	Rtings
Anker Soundcore Liberty 4 NC	in-ear	DHRME
Anker Soundcore Liberty 4 NC	in-ear	Regan Cipher
Anker Soundcore Liberty 4 NC	Bruel & Kjaer 5128 in-ear	Rtings
Anker Soundcore Liberty Air	HMS II.3 in-ear	Rtings
Anker Soundcore Liberty Air 2	711 in-ear	crinacle
Anker Soundcore Liberty Air 2	in-ear	oratory1990
Anker Soundcore Liberty Air 2	HMS II.3 in-ear	Rtings
Anker Soundcore Liberty Air 2 Pro	HMS II.3 in-ear	Rtings
Anker Soundcore Liberty Lite	HMS II.3 in-ear	Rtings
Anker Soundcore Life 2	HMS II.3 over-ear	Rtings
Anker Soundcore Life A2 NC	HMS II.3 in-ear	Rtings
Anker Soundcore Life Dot 2	HMS II.3 in-ear	Rtings
Anker Soundcore Life P2	HMS II.3 in-ear	Rtings
Anker Soundcore Life P3	HMS II.3 in-ear	Rtings
Anker Soundcore Life Q20	HMS II.3 over-ear	Rtings
Anker Soundcore Life Q30	over-ear	Kuulokenurkka
Anker Soundcore Life Q30	Bruel & Kjaer 5128 over-ear	Rtings
Anker Soundcore Life Q30 (ANC off)	over-ear	oratory1990
Anker Soundcore Life Q30 (ANC on)	over-ear	oratory1990
Anker Soundcore Life Q35	HMS II.3 over-ear	Rtings
Anker Soundcore Life Q35 (ANC off)	over-ear	oratory1990
Anker Soundcore Life Q35 (ANC on)	over-ear	oratory1990
Anker Soundcore Life Q35 (wired, passive)	over-ear	oratory1990
Anker Soundcore P25i	Bruel & Kjaer 5128 in-ear	Rtings
Anker Soundcore P40i	Bruel & Kjaer 5128 in-ear	Rtings
Anker Soundcore Sleep A20	in-ear	DHRME
Anker Soundcore Space A40	in-ear	Regan Cipher
Anker Soundcore Space A40	Bruel & Kjaer 5128 in-ear	Rtings
Anker Soundcore Space NC	HMS II.3 over-ear	Rtings
Anker Soundcore Space One	over-ear	oratory1990
Anker Soundcore Space One	HMS II.3 over-ear	Rtings
Anker Soundcore Space Q45	over-ear	Filk
Anker Soundcore Space Q45	over-ear	Kuulokenurkka
Anker Soundcore Space Q45	Bruel & Kjaer 5128 over-ear	Rtings
Anker Soundcore Space Q45 (ANC on)	over-ear	oratory1990
Anker Soundcore Space Q45 (wired, passive)	over-ear	oratory1990
Anker Soundcore Spirit X	HMS II.3 in-ear	Rtings
Anker Zolo Liberty+	HMS II.3 in-ear	Rtings
Anthem Five E2 (CIEM)	711 in-ear	crinacle
Anthem Five E4 (CIEM)	711 in-ear	crinacle
AOSHIDA E20	in-ear	Harpo
AOSHIDA E20	in-ear	ToneDeafMonk
Apevoix Grit	in-ear	Hi End Portable
Apple AirPod 4 (transparency)	earbud	Regan Cipher
Apple AirPods (1st generation)	earbud	oratory1990
Apple AirPods (1st generation)	HMS II.3 earbud	Rtings
Apple AirPods (2nd generation)	HMS II.3 earbud	Rtings
Apple AirPods (3rd generation)	Bruel & Kjaer 5128 earbud	Rtings
Apple AirPods 2	earbud	Super Review
Apple AirPods 3	earbud	Super Review
Apple AirPods 4	Bruel & Kjaer 5128 earbud	Rtings
Apple AirPods 4 (ANC on)	earbud	Regan Cipher
Apple AirPods 4 (ANC on)	Bruel & Kjaer 5128 earbud	Rtings
Apple AirPods Max	GRAS 43AG-7 over-ear	crinacle
Apple AirPods Max	over-ear	oratory1990
Apple AirPods Max	Bruel & Kjaer 5128 over-ear	Rtings
Apple AirPods Max (3rd party pleather earpads)	over-ear	oratory1990
Apple AirPods Pro	711 in-ear	crinacle
Apple AirPods Pro	Bruel & Kjaer 5128 in-ear	HypetheSonics
Apple AirPods Pro	HMS II.3 in-ear	Rtings
Apple AirPods Pro	in-ear	Super Review
Apple Airpods Pro 2	in-ear	Filk
Apple Airpods Pro 2	in-ear	Harpo
Apple Airpods Pro 2	GRAS RA0045 in-ear	HypetheSonics
Apple AirPods Pro 2 (51dB + ANC)	711 in-ear	crinacle
Apple AirPods Pro 2 (56dB + ANC)	711 in-ear	crinacle
Apple AirPods Pro 2 (60dB + ANC)	711 in-ear	crinacle
Apple AirPods Pro 2 (65dB + ANC)	711 in-ear	crinacle
Apple AirPods Pro 2 (69dB + ANC)	711 in-ear	crinacle
Apple AirPods Pro 2 (73dB + ANC)	711 in-ear	crinacle
Apple AirPods Pro 2 (77dB + ANC)	711 in-ear	crinacle
Apple AirPods Pro 2 (81dB + ANC)	711 in-ear	crinacle
Apple AirPods Pro 2 (84dB + ANC)	711 in-ear	crinacle
Apple AirPods Pro 2 (88dB + ANC)	711 in-ear	crinacle
Apple AirPods Pro 2 (91dB + ANC)	711 in-ear	crinacle
Apple AirPods Pro 2 (ANC mode)	711 in-ear	crinacle
Apple AirPods Pro 2 (passive mode)	711 in-ear	crinacle
Apple AirPods Pro 2 (transparency mode)	711 in-ear	crinacle
Apple AirPods Pro2	Bruel & Kjaer 5128 in-ear	Rtings
Apple EarPods	earbud	Headphone.com Legacy
Apple EarPods	earbud	Innerfidelity
Apple EarPods	HMS II.3 earbud	Rtings
Apple EarPods	earbud	Super Review
Apple In-Ear (2013)	in-ear	Innerfidelity
Apple iPod Ear Buds	earbud	Innerfidelity
Apple iPod Ear Buds (sample A)	earbud	Innerfidelity
Apple iPod Ear Buds (sample B)	earbud	Innerfidelity
Apple ME186 In-Ear Headphones	in-ear	oratory1990
ARC Mira	711 in-ear	crinacle
ARC Oculus	711 in-ear	crinacle
ARC Pollux	711 in-ear	crinacle
Aroma Audio Ace (off-off)	711 in-ear	crinacle
Aroma Audio Ace (off-on)	711 in-ear	crinacle
Aroma Audio Ace (on-off)	711 in-ear	crinacle
Aroma Audio Ace (on-on)	711 in-ear	crinacle
Aroma Audio Early	711 in-ear	crinacle
Aroma Audio Fei Wan	in-ear	Fahryst
Aroma Audio Fei Wan	in-ear	Jaytiss
Aroma Audio Jewel	in-ear	Fahryst
Aroma Audio Shock	711 in-ear	crinacle
Aroma Audio Star	711 in-ear	crinacle
Aroma Audio Thunder	in-ear	ToneDeafMonk
Aroma Audio Twins (bass)	711 in-ear	crinacle
Aroma Audio Twins (treble)	711 in-ear	crinacle
Aroma Audio Witch Girl Pro	711 in-ear	crinacle
Aroma Audio Witch Girl S	711 in-ear	crinacle
Aroma Audio Witch Girl W12	711 in-ear	crinacle
Aroma Audio Yao	711 in-ear	crinacle
Arpegear Hane (off-off-off-off)	in-ear	Super Review
Arpegear Hane (off-off-off-on)	in-ear	Super Review
Arpegear Hane (off-off-on-off)	in-ear	Super Review
Arpegear Hane (off-on-off-off)	in-ear	Super Review
Arpegear Hane (on-off-off-off)	in-ear	Super Review
ARTTI R1	in-ear	Fahryst
ARTTI R1	in-ear	Jaytiss
ARTTI R1	in-ear	ToneDeafMonk
ARTTI R2	in-ear	ToneDeafMonk
ARTTI R3	in-ear	ToneDeafMonk
ARTTI R6	in-ear	ToneDeafMonk
ARTTI T10	in-ear	Fahryst
ARTTI T10	in-ear	ToneDeafMonk
ARTTI T10 Pro	in-ear	Jaytiss
ARTTI T10 Pro	in-ear	ToneDeafMonk
Astell & Kern (Astell&Kern) T8iE	711 in-ear	crinacle
Astell & Kern AURA	GRAS RA0045 in-ear	HypetheSonics
Astell & Kern Odyssey	GRAS RA0045 in-ear	HypetheSonics
Astell & Kern Rosie (2 o'clock)	711 in-ear	crinacle
Astell & Kern Rosie (max)	711 in-ear	crinacle
Astell & Kern Rosie (min)	711 in-ear	crinacle
Astell & Kern T9iE	711 in-ear	crinacle
Astell & Kern x Empire Ears Novus	in-ear	Fahryst
ASTRO Gaming A10	HMS II.3 over-ear	Rtings
ASTRO Gaming A10 (Gen 2)	HMS II.3 over-ear	Rtings
ASTRO Gaming A20	HMS II.3 over-ear	Rtings
ASTRO Gaming A20 (Gen 2)	HMS II.3 over-ear	Rtings
ASTRO Gaming A30	HMS II.3 over-ear	Rtings
ASTRO Gaming A40 TR	GRAS 43AG-7 over-ear	crinacle
ASTRO Gaming A40 TR	Bruel & Kjaer 5128 over-ear	Rtings
ASTRO Gaming A50 (Gen 3 2017)	HMS II.3 over-ear	Rtings
ASTRO Gaming A50 (Gen 4 2019)	Bruel & Kjaer 5128 over-ear	Rtings
ASTRO Gaming A50 X	over-ear	Filk
ASTRO Gaming A50 X	Bruel & Kjaer 5128 over-ear	Rtings
Astrotec AM90	in-ear	Innerfidelity
Astrotec Archimedes	in-ear	Kazi
Astrotec AX35	in-ear	Innerfidelity
Astrotec AX7	in-ear	Innerfidelity
Astrotec Delphinus 5	711 in-ear	crinacle
Astrotec Lyra Nature	earbud	Super Review
Astrotec Lyra Nature (no foam)	earbud	Super Review
Astrotec Volans	711 in-ear	crinacle
ASUS ROG Cetra True Wireless SpeedNova	Bruel & Kjaer 5128 in-ear	Rtings
ASUS ROG Delta S Core (fabric earpads)	over-ear	Filk
ASUS ROG Delta S Core (leather earpads)	over-ear	Filk
Atomic Floyd SuperDarts	711 in-ear	crinacle
Audeze CRBN	GRAS 43AG-7 over-ear	crinacle
Audeze CRBN	over-ear	oratory1990
Audeze EL-8 Closed Back	over-ear	Innerfidelity
Audeze EL-8 Open Back	over-ear	Innerfidelity
Audeze Euclid	711 in-ear	crinacle
Audeze Euclid	Bruel & Kjaer 4620 in-ear	crinacle
Audeze Euclid	in-ear	oratory1990
Audeze iSINE 10	711 in-ear	crinacle
Audeze iSINE 10	in-ear	freeryder05
Audeze iSINE 10	in-ear	oratory1990
Audeze iSINE 10 (Cipher cable)	in-ear	freeryder05
Audeze iSINE 20	711 in-ear	crinacle
Audeze iSINE 20	in-ear	Innerfidelity
Audeze iSINE 20	in-ear	oratory1990
Audeze iSINE 20 (Cipher cable)	711 in-ear	crinacle
Audeze LCD-1	EARS + 711 over-ear	crinacle
Audeze LCD-1	GRAS 43AG-7 over-ear	crinacle
Audeze LCD-1	over-ear	oratory1990
Audeze LCD-1	HMS II.3 over-ear	Rtings
Audeze LCD-1 (2009)	over-ear	Innerfidelity
Audeze LCD-2	GRAS 43AG-7 over-ear	crinacle
Audeze LCD-2	over-ear	Innerfidelity
Audeze LCD-2	over-ear	oratory1990
Audeze LCD-2 (Dekoni fenestrated sheepskin earpads)	EARS + 711 over-ear	crinacle
Audeze LCD-2 (Fazor)	over-ear	Innerfidelity
Audeze LCD-2 (Fazor)	over-ear	oratory1990
Audeze LCD-2 (pre-2017)	over-ear	oratory1990
Audeze LCD-2 (Rev 2)	over-ear	Headphone.com Legacy
Audeze LCD-2 (Rev 2)	over-ear	Innerfidelity
Audeze LCD-2 (sample 1)	over-ear	Innerfidelity
Audeze LCD-2 (serial number 5312123)	over-ear	Innerfidelity
Audeze LCD-2 (serial number 53211704)	over-ear	Innerfidelity
Audeze LCD-2 (serial number 5325928)	over-ear	Innerfidelity
Audeze LCD-2 Classic	EARS + 711 over-ear	crinacle
Audeze LCD-2 Classic	GRAS 43AG-7 over-ear	crinacle
Audeze LCD-2 Classic	over-ear	Innerfidelity
Audeze LCD-2 Classic	over-ear	Kuulokenurkka
Audeze LCD-2 Classic	over-ear	oratory1990
Audeze LCD-2 Classic	HMS II.3 over-ear	Rtings
Audeze LCD-2 Closed Back	EARS + 711 over-ear	crinacle
Audeze LCD-2 Closed Back	GRAS 43AG-7 over-ear	crinacle
Audeze LCD-2 Closed Back	over-ear	oratory1990
Audeze LCD-2 Closed Back	over-ear	Super Review
Audeze LCD-24	EARS + 711 over-ear	crinacle
Audeze LCD-24	GRAS 43AG-7 over-ear	crinacle
Audeze LCD-24	over-ear	oratory1990
Audeze LCD-3	GRAS 43AG-7 over-ear	crinacle
Audeze LCD-3	over-ear	Headphone.com Legacy
Audeze LCD-3	over-ear	Innerfidelity
Audeze LCD-3	over-ear	oratory1990
Audeze LCD-3 (Fazor)	over-ear	Innerfidelity
Audeze LCD-3 (Rev 2)	over-ear	Innerfidelity
Audeze LCD-3 (serial number 2312260)	over-ear	Innerfidelity
Audeze LCD-3 (serial number 2312341)	over-ear	Innerfidelity
Audeze LCD-3 (serial number 2312454)	over-ear	Innerfidelity
Audeze LCD-3 (serial number 2312488)	over-ear	Innerfidelity
Audeze LCD-3 (serial number 2717210)	over-ear	Innerfidelity
Audeze LCD-4	EARS + 711 over-ear	crinacle
Audeze LCD-4	GRAS 43AG-7 over-ear	crinacle
Audeze LCD-4	over-ear	HypetheSonics
Audeze LCD-4	over-ear	Innerfidelity
Audeze LCD-4	over-ear	oratory1990
Audeze LCD-4z	over-ear	HypetheSonics
Audeze LCD-4z	over-ear	oratory1990
Audeze LCD-5	GRAS 43AG-7 over-ear	crinacle
Audeze LCD-5	over-ear	oratory1990
Audeze LCD-GX	GRAS 43AG-7 over-ear	crinacle
Audeze LCD-GX	over-ear	HypetheSonics
Audeze LCD-GX	over-ear	oratory1990
Audeze LCD-i3	711 in-ear	crinacle
Audeze LCD-i3	GRAS RA0045 in-ear	HypetheSonics
Audeze LCD-i3 (Cipher bluetooth)	711 in-ear	crinacle
Audeze LCD-i4	711 in-ear	crinacle
Audeze LCD-i4	GRAS RA0045 in-ear	HypetheSonics
Audeze LCD-MX4	GRAS 43AG-7 over-ear	crinacle
Audeze LCD-MX4	over-ear	oratory1990
Audeze LCD-R	GRAS 43AG-7 over-ear	crinacle
Audeze LCD-R	over-ear	Kuulokenurkka
Audeze LCD-R	over-ear	oratory1990
Audeze LCD-R (bass boost)	over-ear	Kuulokenurkka
Audeze LCD-X	over-ear	Auriculares Argentina
Audeze LCD-X	EARS + 711 over-ear	crinacle
Audeze LCD-X	over-ear	Headphone.com Legacy
Audeze LCD-X	over-ear	HypetheSonics
Audeze LCD-X	over-ear	Innerfidelity
Audeze LCD-X	over-ear	Kuulokenurkka
Audeze LCD-X (2021)	GRAS 43AG-7 over-ear	crinacle
Audeze LCD-X (2021)	over-ear	oratory1990
Audeze LCD-X (Dekoni sheepskin Earpads)	over-ear	oratory1990
Audeze LCD-X (pre-2021)	GRAS 43AG-7 over-ear	crinacle
Audeze LCD-X (pre-2021)	over-ear	oratory1990
Audeze LCD-X (pre-2021) (worn earpads)	GRAS 43AG-7 over-ear	crinacle
Audeze LCD-X (sample 3)	over-ear	Innerfidelity
Audeze LCD-X (serial number 7454971)	over-ear	Innerfidelity
Audeze LCD-X (serial number 7456406)	over-ear	Innerfidelity
Audeze LCD-XC	GRAS 43AG-7 over-ear	crinacle
Audeze LCD-XC	over-ear	Headphone.com Legacy
Audeze LCD-XC	over-ear	Innerfidelity
Audeze LCD-XC	over-ear	oratory1990
Audeze LCD-XC (pre-2021)	over-ear	oratory1990
Audeze LCD-XC (sample 1)	over-ear	Innerfidelity
Audeze LCD-XC (sample 2)	over-ear	Innerfidelity
Audeze Maxwell	Bruel & Kjaer 5128 over-ear	Rtings
Audeze Maxwell (Audeze preset)	over-ear	Kuulokenurkka
Audeze Maxwell (bass boost preset)	over-ear	Kuulokenurkka
Audeze Maxwell (competition preset)	over-ear	Kuulokenurkka
Audeze Maxwell (footsteps preset)	over-ear	Kuulokenurkka
Audeze Maxwell (immersive preset)	over-ear	Kuulokenurkka
Audeze Maxwell (review eq)	over-ear	Kuulokenurkka
Audeze Maxwell (treble boost preset)	over-ear	Kuulokenurkka
Audeze MM-100	over-ear	Kuulokenurkka
Audeze MM-100	over-ear	oratory1990
Audeze MM-100	Bruel & Kjaer 5128 over-ear	Rtings
Audeze MM-500	GRAS 43AG-7 over-ear	crinacle
Audeze MM-500	over-ear	Kuulokenurkka
Audeze MM-500	over-ear	oratory1990
Audeze MM-500	over-ear	Super Review
Audeze Mobius	HMS II.3 over-ear	Rtings
Audeze Mobius (ballistics preset)	GRAS 43AG-7 over-ear	crinacle
Audeze Mobius (default preset)	GRAS 43AG-7 over-ear	crinacle
Audeze Mobius (default preset)	over-ear	oratory1990
Audeze Mobius (flat preset)	GRAS 43AG-7 over-ear	crinacle
Audeze Mobius (footsteps preset)	GRAS 43AG-7 over-ear	crinacle
Audeze Mobius (music preset)	GRAS 43AG-7 over-ear	crinacle
Audeze Mobius (racing preset)	GRAS 43AG-7 over-ear	crinacle
Audeze Mobius (RPG preset)	GRAS 43AG-7 over-ear	crinacle
Audeze MX-4	EARS + 711 over-ear	crinacle
Audeze Penrose	HMS II.3 over-ear	Rtings
Audeze SINE	over-ear	Innerfidelity
Audeze SINE	over-ear	oratory1990
Audeze SINE (Cipher cable)	over-ear	oratory1990
Audeze SINE (MSR-7 earpads)	over-ear	oratory1990
Audeze SINE DX	GRAS 43AG-7 over-ear	crinacle
Audeze SINE DX	over-ear	Innerfidelity
Audient EVO SR2000	over-ear	Auriculares Argentina
Audio Genetic AG2	711 in-ear	crinacle
Audio Zenith PMx2 (v1)	over-ear	Innerfidelity
Audio Zenith PMx2 (v1)	over-ear	oratory1990
Audio Zenith PMx2 (v2)	over-ear	oratory1990
Audio-Technica ATH-A1000X	over-ear	Innerfidelity
Audio-Technica ATH-A1000Z	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-A2000X	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-A2000Z	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-A2000Z	over-ear	Innerfidelity
Audio-Technica ATH-A2000Z	over-ear	oratory1990
Audio-Technica ATH-A55	over-ear	Headphone.com Legacy
Audio-Technica ATH-A700	over-ear	Headphone.com Legacy
Audio-Technica ATH-A900	over-ear	Headphone.com Legacy
Audio-Technica ATH-A900X	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-A900X	over-ear	Innerfidelity
Audio-Technica ATH-A990Z	EARS + 711 over-ear	crinacle
Audio-Technica ATH-A990Z	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-AD1000X	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-AD2000	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-AD2000X	over-ear	Innerfidelity
Audio-Technica ATH-AD500	over-ear	Headphone.com Legacy
Audio-Technica ATH-AD500	over-ear	Innerfidelity
Audio-Technica ATH-AD500X	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-AD500X	over-ear	kr0mka
Audio-Technica ATH-AD500X	over-ear	oratory1990
Audio-Technica ATH-AD700	over-ear	Headphone.com Legacy
Audio-Technica ATH-AD700	over-ear	Innerfidelity
Audio-Technica ATH-AD700X	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-AD700X	over-ear	oratory1990
Audio-Technica ATH-AD700X (2013)	HMS II.3 over-ear	Rtings
Audio-Technica ATH-AD900	over-ear	Headphone.com Legacy
Audio-Technica ATH-AD900	over-ear	Innerfidelity
Audio-Technica ATH-AD900X	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-ADX3000	Bruel & Kjaer 5128 over-ear	Rtings
Audio-Technica ATH-ADX5000	EARS + 711 over-ear	crinacle
Audio-Technica ATH-ADX5000	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-ADX5000	over-ear	oratory1990
Audio-Technica ATH-ADX5000 (Dekoni elite sheepskin earpads)	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-ADX5000 (Dekoni fenestrated sheepskin earpads)	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-ADX5000 (Yaxi A2000Z,AD2000X earpads)	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-ANC23	HMS II.3 in-ear	Rtings
Audio-Technica ATH-ANC300TW	711 in-ear	crinacle
Audio-Technica ATH-ANC33iS	HMS II.3 in-ear	Rtings
Audio-Technica ATH-ANC50iS (passive)	over-ear	Innerfidelity
Audio-Technica ATH-ANC70	HMS II.3 over-ear	Rtings
Audio-Technica ATH-ANC7b	over-ear	Headphone.com Legacy
Audio-Technica ATH-ANC7b	over-ear	Innerfidelity
Audio-Technica ATH-ANC7B	HMS II.3 over-ear	Rtings
Audio-Technica ATH-ANC9	over-ear	Innerfidelity
Audio-Technica ATH-ANC9	HMS II.3 over-ear	Rtings
Audio-Technica ATH-AWAS	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-AWKT	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-AWKT	over-ear	kr0mka
Audio-Technica ATH-AWKT	over-ear	oratory1990
Audio-Technica ATH-CK2000Ti	711 in-ear	crinacle
Audio-Technica ATH-CK3TW	711 in-ear	crinacle
Audio-Technica ATH-CKM500	in-ear	Innerfidelity
Audio-Technica ATH-CKN50	in-ear	oratory1990
Audio-Technica ATH-CKR7TW	711 in-ear	crinacle
Audio-Technica ATH-CKS5TW	711 in-ear	crinacle
Audio-Technica ATH-CKX5iS	in-ear	Innerfidelity
Audio-Technica ATH-CT200iS	Bruel & Kjaer 5128 in-ear	HypetheSonics
Audio-Technica ATH-DSR9BT	HMS II.3 over-ear	Rtings
Audio-Technica ATH-E70	711 in-ear	crinacle
Audio-Technica ATH-ES55	over-ear	Innerfidelity
Audio-Technica ATH-ESW9	over-ear	Headphone.com Legacy
Audio-Technica ATH-ESW9A	over-ear	Headphone.com Legacy
Audio-Technica ATH-EW9	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-FC700	over-ear	Innerfidelity
Audio-Technica ATH-FC700A	over-ear	Headphone.com Legacy
Audio-Technica ATH-G1	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-HL7BT	over-ear	Kuulokenurkka
Audio-Technica ATH-IEX1	711 in-ear	crinacle
Audio-Technica ATH-IM01	711 in-ear	crinacle
Audio-Technica ATH-IM02	711 in-ear	crinacle
Audio-Technica ATH-IM02	in-ear	Innerfidelity
Audio-Technica ATH-IM03	711 in-ear	crinacle
Audio-Technica ATH-L5000	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-LS200	711 in-ear	crinacle
Audio-Technica ATH-LS300	711 in-ear	crinacle
Audio-Technica ATH-LS400	711 in-ear	crinacle
Audio-Technica ATH-LS50	711 in-ear	crinacle
Audio-Technica ATH-M10	over-ear	Headphone.com Legacy
Audio-Technica ATH-M10	over-ear	Innerfidelity
Audio-Technica ATH-M20x	over-ear	oratory1990
Audio-Technica ATH-M20x	HMS II.3 over-ear	Rtings
Audio-Technica ATH-M30	EARS + 711 over-ear	crinacle
Audio-Technica ATH-M30x	HMS II.3 over-ear	Rtings
Audio-Technica ATH-M40	EARS + 711 over-ear	crinacle
Audio-Technica ATH-M40x	over-ear	Auriculares Argentina
Audio-Technica ATH-M40x	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-M40x	over-ear	oratory1990
Audio-Technica ATH-M40x	HMS II.3 over-ear	Rtings
Audio-Technica ATH-M50	over-ear	Headphone.com Legacy
Audio-Technica ATH-M50x	over-ear	Auriculares Argentina
Audio-Technica ATH-M50x	EARS + 711 over-ear	crinacle
Audio-Technica ATH-M50x	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-M50x	over-ear	Headphone.com Legacy
Audio-Technica ATH-M50x	over-ear	Innerfidelity
Audio-Technica ATH-M50x	over-ear	Kuulokenurkka
Audio-Technica ATH-M50x	over-ear	oratory1990
Audio-Technica ATH-M50x	Bruel & Kjaer 5128 over-ear	Rtings
Audio-Technica ATH-M50x (Dekoni sheepskin earpads)	over-ear	oratory1990
Audio-Technica ATH-M50x (Massdrop velours earpads)	over-ear	oratory1990
Audio-Technica ATH-M50xBT	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-M50xBT	HMS II.3 over-ear	Rtings
Audio-Technica ATH-M50xBT2	HMS II.3 over-ear	Rtings
Audio-Technica ATH-M60x	over-ear	oratory1990
Audio-Technica ATH-M60x	HMS II.3 over-ear	Rtings
Audio-Technica ATH-M70x	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-M70x	over-ear	Innerfidelity
Audio-Technica ATH-M70x	over-ear	oratory1990
Audio-Technica ATH-M70x	HMS II.3 over-ear	Rtings
Audio-Technica ATH-MSR7	over-ear	Innerfidelity
Audio-Technica ATH-MSR7b	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-MSR7b	over-ear	oratory1990
Audio-Technica ATH-MSR7NC	HMS II.3 over-ear	Rtings
Audio-Technica ATH-MSR7NC (ANC on)	over-ear	Innerfidelity
Audio-Technica ATH-MSR7NC (passive)	over-ear	Innerfidelity
Audio-Technica ATH-PRO700	over-ear	Headphone.com Legacy
Audio-Technica ATH-R50x	over-ear	oratory1990
Audio-Technica ATH-R70x	over-ear	Auriculares Argentina
Audio-Technica ATH-R70x	EARS + 711 over-ear	crinacle
Audio-Technica ATH-R70x	GRAS 43AG-7 over-ear	crinacle
Audio-Technica ATH-R70x	over-ear	Innerfidelity
Audio-Technica ATH-R70x	over-ear	Kuulokenurkka
Audio-Technica ATH-R70x	over-ear	oratory1990
Audio-Technica ATH-R70x	HMS II.3 over-ear	Rtings
Audio-Technica ATH-R70xa	over-ear	oratory1990
Audio-Technica ATH-SPORT7TW	711 in-ear	crinacle
Audio-Technica ATH-W1000X	over-ear	Innerfidelity
Audio-Technica ATH-W5000	over-ear	Headphone.com Legacy
Audio-Technica ATH-W5000	over-ear	Innerfidelity
Audio-Technica ATH-W5000 2013	over-ear	Innerfidelity
Audio-Technica ATH-WS55	over-ear	Innerfidelity
Audio-Technica ATH-WS99	over-ear	Innerfidelity
Audio-Technica BPHS1	over-ear	Filk
AudioFly Adagio Club Life	in-ear	Innerfidelity
AudioFly AF140	in-ear	Innerfidelity
AudioFly AF160	in-ear	Innerfidelity
AudioFly AF180	in-ear	Innerfidelity
AudioQuest NightHawk	GRAS 43AG-7 over-ear	crinacle
AudioQuest NightHawk	over-ear	Innerfidelity
AudioQuest NightHawk	over-ear	oratory1990
AudioQuest NightHawk (Brainwavz HM5 hybrid earpads)	in-ear	oratory1990
AudioQuest NightHawk (Shure SRH1540 alcantara earpads)	in-ear	oratory1990
AudioQuest NightOwl	GRAS 43AG-7 over-ear	crinacle
AudioQuest NightOwl	over-ear	Innerfidelity
AudioQuest NightOwl	over-ear	oratory1990
Audiosense AQ3	711 in-ear	crinacle
Audiosense AQ3	Bruel & Kjaer 4620 in-ear	crinacle
Audiosense AQ4	711 in-ear	crinacle
Audiosense AQ4	Bruel & Kjaer 4620 in-ear	crinacle
Audiosense AQ4	in-ear	Fahryst
Audiosense AQ7	711 in-ear	crinacle
Audiosense AQ7	Bruel & Kjaer 4620 in-ear	crinacle
Audiosense AQ7	in-ear	Super Review
Audiosense DT100	711 in-ear	crinacle
Audiosense DT100	in-ear	RikudouGoku
Audiosense DT200	711 in-ear	crinacle
Audiosense DT200	in-ear	Filk
Audiosense DT200	in-ear	freeryder05
Audiosense DT200	in-ear	Jaytiss
Audiosense DT200	in-ear	kr0mka
Audiosense DT200	in-ear	RikudouGoku
Audiosense DT200	in-ear	Super Review
Audiosense DT300	in-ear	RikudouGoku
Audiosense DT600	711 in-ear	crinacle
Audiosense DT600	in-ear	Fahryst
Audiosense DT600	in-ear	Harpo
Audiosense DT600	in-ear	RikudouGoku
